iter	MultiClass
428	0.4840188143
429	0.4830879508
430	0.4820929404
431	0.4810828868
432	0.4805166449
433	0.4793190239
434	0.4786131231
435	0.4778208739
436	0.4770156992
437	0.4763549205
438	0.4756718294
439	0.4750850321
440	0.4739868082
441	0.4731883828
442	0.472534585
443	0.4715519084
444	0.4707723251
445	0.4698729935
446	0.4691832716
447	0.4683908773
448	0.4670271665
449	0.4659108101
450	0.4654034812
451	0.4647309401
452	0.4641507792
453	0.4637164052
454	0.4628060736
455	0.4620696168
456	0.4612194042
457	0.4602179958
458	0.4592471041
459	0.4585705465
460	0.457606454
461	0.4567644308
462	0.4562291771
463	0.4551741655
464	0.4548910361
465	0.4541051423
466	0.4531644977
467	0.4525806387
468	0.4518847296
469	0.4512484736
470	0.4508690426
471	0.4504465998
472	0.4499307337
473	0.4491671667
474	0.4486525661
475	0.4479770386
476	0.4473986242
477	0.4464989613
478	0.4458941791
479	0.4450516648
480	0.4444042211
481	0.4436451946
482	0.4432686588
483	0.4426945847
484	0.4420939417
485	0.4415662174
486	0.4409035493
487	0.4402989834
488	0.4396407676
489	0.4390501682
490	0.4384438038
491	0.4375187432
492	0.4367492465
493	0.4358217027
494	0.4350346463
495	0.4342939137
496	0.4334859624
497	0.4326535662
498	0.4318978729
499	0.4312053512
500	0.430430571
501	0.4297794278
502	0.4289924431
503	0.428224078
504	0.4275862747
505	0.4264940544
506	0.4259614871
507	0.4257018449
508	0.4251497386
509	0.4245246015
510	0.4235689361
511	0.4227736605
512	0.4219501532
513	0.4214108054
514	0.4211049286
515	0.4206884701
516	0.4200170101
517	0.4194194229
518	0.4188229053
519	0.4182244604
520	0.4176701206
521	0.4170656162
522	0.4167462455
523	0.4160223155
524	0.4154285155
525	0.414705403
526	0.4144491601
527	0.4142417428
528	0.4136763
529	0.4132168804
530	0.4124948636
531	0.4119076425
532	0.4108136614
533	0.4102474904
534	0.4098845316
535	0.4093594935
536	0.4087519806
537	0.4080707942
538	0.4074776016
539	0.4064840496
540	0.4061297525
541	0.4053710798
542	0.4050540377
543	0.4044353477
544	0.4034823468
545	0.4028349829
546	0.4025304775
547	0.4019621638
548	0.4012502862
549	0.40078581
550	0.4004364733
551	0.3997114145
552	0.3994981705
553	0.3989451902
554	0.3985170875
555	0.3979144496
556	0.3973613216
557	0.396475713
558	0.3959497357
559	0.3953018914
560	0.3948341295
561	0.3941916256
562	0.3934742008
563	0.3929903186
564	0.3924491806
565	0.3919206276
566	0.3915421382
567	0.3910561799
568	0.3906949018
569	0.3901704928
570	0.3899223458
571	0.3894318731
572	0.3890642512
573	0.3886371001
574	0.3884375025
575	0.3880690898
576	0.3871428113
577	0.3868631578
578	0.3865406554
579	0.3860082145
580	0.3857172316
581	0.3852092282
582	0.3842844546
583	0.3839514362
584	0.3835728824
585	0.3828486881
586	0.3823710278
587	0.382082359
588	0.381820415
589	0.3811440647
590	0.380749371
591	0.3804016759
592	0.3800743215
593	0.3795589377
594	0.3791691684
595	0.378643692
596	0.378049873
597	0.3775964508
598	0.376737391
599	0.3758657421
600	0.3754054542
601	0.3750222059
602	0.3742803419
603	0.3740445252
604	0.373628519
605	0.37334914
606	0.372603483
607	0.3722466208
608	0.3717448762
609	0.3710864505
610	0.370352637
611	0.369841924
612	0.3694015487
613	0.3689344022
614	0.3686036573
615	0.3683034464
616	0.3677544408
617	0.3675502395
618	0.3669588489
619	0.3663100953
620	0.3658991053
621	0.3655454307
622	0.365212659
623	0.3648993712
624	0.3643708297
625	0.3640145327
626	0.3632523855
627	0.3628869231
628	0.3623255537
629	0.3616947421
630	0.3610525464
631	0.360689546
632	0.3601483689
633	0.3598403947
634	0.3593237536
635	0.3588102775
636	0.3582510846
637	0.3576617873
638	0.3572401737
639	0.3568210463
640	0.3562940036
641	0.3559657284
642	0.3551296955
643	0.3547468847
644	0.3543853101
645	0.3540144631
646	0.3534343808
647	0.3529034056
648	0.3527134306
649	0.3520520569
650	0.3516062444
651	0.351286904
652	0.3509589448
653	0.3503408856
654	0.3495267301
655	0.3491485658
656	0.3486854084
657	0.348216022
658	0.3479964051
659	0.3474770195
660	0.3466836444
661	0.346357734
662	0.3456883965
663	0.3451490754
664	0.3447255267
665	0.3441219684
666	0.3437972658
667	0.3432646397
668	0.3425676449
669	0.3420106323
670	0.3414393075
671	0.3412988088
672	0.3409543007
673	0.3405738482
674	0.3402856408
675	0.3397946781
676	0.3396353444
677	0.3392738313
678	0.3388196637
679	0.3383820987
680	0.3378262928
681	0.3371887588
682	0.3365664708
683	0.335968051
684	0.3356215104
685	0.3352593506
686	0.3349453031
687	0.3345013804
688	0.3340199323
689	0.3333448304
690	0.3328793568
691	0.332512622
692	0.3320450132
693	0.3317148978
694	0.3311300763
695	0.3309358508
696	0.3305265138
697	0.3301758178
698	0.3297669918
699	0.3292929485
700	0.3289015788
701	0.3284307794
702	0.3279720565
703	0.3275582253
704	0.3269769332
705	0.3264277111
706	0.3262573236
707	0.3259606101
708	0.3254448733
709	0.3251109429
710	0.3247512896
711	0.3242624102
712	0.3238016177
713	0.3234704573
714	0.3229872763
715	0.3224738503
716	0.3222527754
717	0.3218960741
718	0.3212763262
719	0.3208272604
720	0.3201535684
721	0.3200014132
722	0.3196560813
723	0.3194839098
724	0.31916047
725	0.3188612035
726	0.3184210509
727	0.3181661128
728	0.3179102503
729	0.3174720095
730	0.3170149375
731	0.3165343027
732	0.3160415324
733	0.3156966042
734	0.3153152468
735	0.3147903942
736	0.3143092877
737	0.3137816099
738	0.3134471326
739	0.3133453495
740	0.3127652741
741	0.312501997
742	0.3120399959
743	0.3114950795
744	0.3112815723
745	0.3110178777
746	0.3106989187
747	0.3103312988
748	0.3099063378
749	0.3095300203
750	0.3092758045
751	0.3089229731
752	0.3086308866
753	0.3085390362
754	0.3082157791
755	0.307921219
756	0.3074439479
757	0.3072695626
758	0.3068723941
759	0.3065531488
760	0.3061567892
761	0.3057741228
762	0.3054888725
763	0.3049683296
764	0.3046230769
765	0.3042226115
766	0.3038296885
767	0.3032513206
768	0.3028479123
769	0.3023486088
770	0.3021557211
771	0.3018768174
772	0.3015301911
773	0.3010996664
774	0.3009414742
775	0.3003151707
776	0.2999539311
777	0.2996329149
778	0.2992876352
779	0.2989316517
780	0.2987166471
781	0.2981734056
782	0.297647014
783	0.2972936374
784	0.2968269209
785	0.2965418799
786	0.2960796888
787	0.2956137737
788	0.2953815313
789	0.2948880643
790	0.2945436734
791	0.2941715766
792	0.2936619436
793	0.293435504
794	0.2931043642
795	0.2929566713
796	0.2924668712
797	0.2920107454
798	0.2916671765
799	0.2913368461
800	0.2909143362
801	0.2906788154
802	0.2904744245
803	0.2898553241
804	0.2894940897
805	0.2891499001
806	0.2886798117
807	0.2884540209
808	0.2880132351
809	0.287698087
810	0.2875005149
811	0.2869577572
812	0.2867385808
813	0.2864196757
814	0.286071278
815	0.2856640879
816	0.2852807902
817	0.2849929868
818	0.2846344327
819	0.2841102684
820	0.2837265727
821	0.2835608526
822	0.2833760433
823	0.2828915753
824	0.2826419449
825	0.2822561164
826	0.2818284588
827	0.2815547485
828	0.2811864485
829	0.2809892915
830	0.2805172431
831	0.2799496021
832	0.2795682316
833	0.2790230959
834	0.2786639455
835	0.278155689
836	0.2779256575
837	0.2774213849
838	0.2770950196
839	0.2766706492
840	0.2764245068
841	0.2759644019
842	0.2754010827
843	0.2752532236
844	0.274898817
845	0.2744855816
846	0.2742729121
847	0.2738980156
848	0.2733752308
849	0.2729661554
850	0.272572627
851	0.2723993282
852	0.2720309098
853	0.2717903719
854	0.2713376358
855	0.2709447233
856	0.270523762
857	0.2700894927
858	0.2698044361
859	0.2695207381
860	0.2692572624
861	0.2690281533
862	0.2688109919
863	0.2686006668
864	0.2683614112
865	0.2679726763
866	0.2677227252
867	0.2674840039
868	0.2671698073
869	0.2666809385
870	0.2662117548
871	0.2657775216
872	0.2654994008
873	0.2652443857
874	0.2648667542
875	0.2646075423
876	0.2640226623
877	0.263669323
878	0.2633905662
879	0.2630563886
880	0.2628200751
881	0.2622800994
882	0.2619047926
883	0.2614256959
884	0.2610211086
885	0.2607949745
886	0.2603611131
887	0.2601487262
888	0.2600046753
889	0.2596952672
890	0.2594437957
891	0.259232421
892	0.2590803326
893	0.2587102823
894	0.2582480381
895	0.2579646643
896	0.2576530492
897	0.2573182577
898	0.2571428616
899	0.2569526502
900	0.2566679522
901	0.2564651514
902	0.2561487588
903	0.2559339725
904	0.255704316
905	0.2555927206
906	0.2552561165
907	0.2549848569
908	0.2547794505
909	0.2544464867
910	0.2542404035
911	0.2539783361
912	0.2535880061
913	0.2534316508
914	0.253215176
915	0.2529030942
916	0.2524634614
917	0.2521301239
918	0.2519234069
919	0.2515447549
920	0.2511905835
921	0.2508886523
922	0.2507046769
923	0.2503334044
924	0.249956786
925	0.2497480863
926	0.2494858688
927	0.2491222792
928	0.2488568632
929	0.2485472158
930	0.2483061181
931	0.2479908362
932	0.2478816823
933	0.2476061689
934	0.2473044905
935	0.2471484195
936	0.2468571584
937	0.2466055482
938	0.2465062452
939	0.2463583545
940	0.2460093086
941	0.2456852443
942	0.2452887953
943	0.2449892869
944	0.244717394
945	0.2444698249
946	0.2442741727
947	0.2439516213
948	0.2436510431
949	0.2434142959
950	0.2429817025
951	0.242619076
952	0.2424472888
953	0.2420081937
954	0.2417286862
955	0.2415302387
956	0.2411392714
957	0.2410155928
958	0.2408665087
959	0.2406131771
960	0.2404760064
961	0.2402925394
962	0.23991937
963	0.239635064
964	0.2394556308
965	0.239149395
966	0.2388477981
967	0.2386753934
968	0.2384269534
969	0.238191644
970	0.2378863379
971	0.2377303522
972	0.2375893584
973	0.2373716223
974	0.2372085494
975	0.2369242172
976	0.2367659184
977	0.2365821214
978	0.2364475699
979	0.2361649646
980	0.2358033795
981	0.2355787731
982	0.2353485361
983	0.2350472921
984	0.2348509806
985	0.2346861533
986	0.2343314986
987	0.2340730669
988	0.2337523711
989	0.2335836493
990	0.2334166777
991	0.2331768342
992	0.2328607706
993	0.2326520307
994	0.2323840765
995	0.2320068027
996	0.231586747
997	0.2312519166
998	0.2310176169
999	0.2307388163
